time,Obj1,Obj2,Obj3,
2024-05-08 15:29:32:245,AheadCar_0_0 x=332312.03125 y=424943.53125 z=140.651001,SidewaysCar_0_0 x=334546.90625 y=428465.71875 z=115.149002,
2024-05-08 15:29:32:270,AheadCar_0_0 x=332287.1875 y=424914.40625 z=140.792999,SidewaysCar_0_0 x=334528.5 y=428441.40625 z=115.394997,
2024-05-08 15:29:32:295,AheadCar_0_0 x=332261.5 y=424884.28125 z=140.938995,SidewaysCar_0_0 x=334509.5 y=428416.25 z=115.649002,
2024-05-08 15:29:32:320,AheadCar_0_0 x=332234.75 y=424852.9375 z=141.091995,SidewaysCar_0_0 x=334489.59375 y=428389.96875 z=115.914001,
2024-05-08 15:29:32:345,AheadCar_0_0 x=332210.90625 y=424825.0 z=141.227997,SidewaysCar_0_0 x=334471.875 y=428366.53125 z=116.151001,
2024-05-08 15:29:32:370,AheadCar_0_0 x=332184.8125 y=424794.375 z=141.376999,SidewaysCar_0_0 x=334452.375 y=428340.78125 z=116.414001,
2024-05-08 15:29:32:395,AheadCar_0_0 x=332184.8125 y=424794.375 z=141.376999,SidewaysCar_0_0 x=334452.375 y=428340.78125 z=116.414001,
2024-05-08 15:29:32:420,AheadCar_0_0 x=332159.1875 y=424764.3125 z=141.567993,SidewaysCar_0_0 x=334433.1875 y=428315.40625 z=116.755997,
2024-05-08 15:29:32:445,AheadCar_0_0 x=332133.5625 y=424734.25 z=142.074997,SidewaysCar_0_0 x=334413.90625 y=428289.96875 z=117.098999,
2024-05-08 15:29:32:470,AheadCar_0_0 x=332107.59375 y=424703.78125 z=142.587997,SidewaysCar_0_0 x=334394.5 y=428264.3125 z=117.445,
